index,acronym,name,depth,parent_structure_id
124372456,r2BLIZ,r2 part of basolateral intermediate zone,11,17057
17058,r2BLi,intermediate stratum of r2BL,10,17056
17059,r2SubC,r2 part of nucleus subcoeruleus,11,17058
17062,r2BLRt,r2 part of basolateral reticular formation,11,17058
17063,r2BLs,superficial stratum of r2BL,10,17056
17064,r2VLL,r2 part of ventral lateral lemniscal nucleus,11,17063
17060,r2MPL,r2 part of medial paralemniscal nucleus,11,17063
17061,r2LPL,r2 part of lateral paralemniscal nucleus,11,17063
17065,B9,B9 serotonergic cell group,11,17063
17066,r2BI,intermediate part of r2B,7,17053
17067,r2BIv,ventricular zone of r2BI,9,17066
17068,r2BIm,mantle zone of r2BI,9,17066
17069,r2BIp,periventricular stratum of r2BI,10,17068
17070,r2BICG,r2 part of central gray,11,17069
17071,r2CGB,r2 part of CG beta nucleus,12,17070
17072,r2CGA,r2 part of CG alpha nucleus,12,17070
17073,r2BIIZ,r2 part of BI intermediate zone,11,17069
17074,r2BIi,intermediate stratum of r2BI,10,17068
17075,DMTg,dorsomedial tegmental nucleus,11,17074
17076,r2BIRt,r2 part of basointermediate reticular formation,11,17074
17077,r2PMnR,r2 part of paramedian raphe nucleus,11,17074
17078,r2BIs,superficial stratum of r2BI,10,17068
124372464,r2LPn,r2 part of lateral pontine nuclei,11,17078
17079,r2BM,medial part of r2B,7,17053
17080,r2BMv,ventricular zone of r2BM,9,17079
17081,r2BMm,mantle zone of r2BM,9,17079
17082,r2BMp,periventricular stratum of r2BM,10,17081
17083,PDTg,posterodorsal tegmental nucleus,11,17082
17084,Inc,nucleus incertus,11,17082
17085,r2BMi,intermediate stratum of r2BM,10,17081
17086,r2BMRt,r2 part of basomedial reticular formation,11,17085
17087,r2PPnR,r2 part of prepontine raphe nucleus,11,17085
17088,r2MnR,r2 part of median raphe nucleus,11,17085
17089,r2BMs,superficial stratum of r2BM,10,17081
17090,RMTg,rostromedial tegmental nucleus,11,17089
17091,r2F,r2 floor plate,5,17023
112892333,r2Fv,ventricular zone of r2F,9,17091
112892335,r2Fm,mantle zone of r2F,9,17091
112892337,r2Fp,periventricular stratum of r2F,10,112892335
112892339,r2Fi,intermediate stratum of r2F,10,112892335
112892341,r2Fs,superficial stratum of r2F,10,112892335
17092,PH,pontine hindbrain,2,16808
17093,r3,rhombomere 3,3,17092
17094,r3R,r3 roof plate,5,17093
17095,r3A,r3 alar plate,5,17093
111220678,r3Av,ventricular zone of r3A,9,17095
111220680,r3Am,mantle zone of r3A,9,17095
17096,r3Co,r3 part of cochlear sensory column,7,17095
17097,r3Cov,ventricular zone of r3Co,9,17096
17098,r3Com,mantle zone of r3Co,9,17096
111220682,r3Cop,periventricular stratum of r3Co,10,17098
17099,r3DC,r3 part of dorsal cochlear nucleus,11,111220682
111220684,r3Coi,intermediate stratum of r3Co,10,17098
111220686,r3Cos,superficial stratum of r3Co,10,17098
17100,r3AVC,r3 part of anteroventral cochlear nucleus,11,111220686
17101,r3Ve,r3 part of vestibular sensory column,7,17095
17102,r3Vev,ventricular zone of r3Ve,9,17101
17103,r3Vem,mantle zone of r3Ve,9,17101
111220688,r3Vep,periventricular stratum of r3Ve,10,17103
17106,r3MVePC,r3 part of parvicellular medial vestibular nucleus,11,111220688
111220690,r3Vei,intermediate stratum of r3Ve,10,17103
17105,r3MVeMC,r3 part of magnocellular medial vestibular nucleus,11,111220690
111220692,r3Ves,superficial stratum of r3Ve,10,17103
17104,r3LVe,r3 part of lateral vestibular nucleus,11,111220692
17107,r3Tr,r3 part of trigeminal sensory column,7,17095
17108,r3Trv,ventricular zone of r3Tr,9,17107
17109,r3Trm,mantle zone of r3Tr,9,17107
111220694,r3Trp,periventricular stratum of r3Tr,10,17109
111220696,r3Tri,intermediate stratum of r3Tr,10,17109
17111,r3-5Tr,r3 part of trigeminal transition zone,11,111220696
17112,r3DPCRt,r3 part of dorsal parvicellular reticular formation,11,111220696
111220698,r3Trs,superficial stratum of r3Tr,10,17109
17110,r3Sp5O,"r3 part of spinal trigeminal sensory column, oral part",11,111220698
17113,r3Lim,liminal part of r3 alar plate,7,17095
17114,r3Limv,ventricular zone of r3Lim,9,17113
17115,r3Limm,mantle zone of r3Lim,9,17113
111220700,r3Limp,periventricular stratum of r3Lim,10,17115
17122,r3LimCG,r3 liminal central gray,11,111220700
111220702,r3Limi,intermediate stratum of r3Lim,10,17115
17121,r3VPCRt,r3 part of ventral parvicellular reticular formation,11,111220702
111220704,r3Lims,superficial stratum of r3Lim,10,17115
17116,r3-5M,r3 part of the trigeminal motor nucleus,11,111220704
17117,5ADi,anterior digastric muscle trigeminal motor cell group,12,17116
17123,r3B,r3 basal plate,5,17093
111220706,r3Bv,ventricular zone of r3B,9,17123
111220708,r3Bm,mantle zone of r3B,9,17123
17124,r3BL,lateral part of r3B,7,17123
17125,r3BLv,ventricular zone of r3BL,9,17124
17126,r3BLm,mantle zone of r3BL,9,17124
17127,r3BLp,periventricular stratum of r3BL,10,17126
124372468,r3BLIZ,r3 part of basolateral intermediate zone,11,17127
17128,r3BLCG,r3 part of basolateral central gray,11,17127
17129,r3BLi,intermediate stratum of r3BL,10,17126
17130,r3BLRt,r3 part of basolateral reticular formation,11,17129
17131,r3BLs,superficial stratum of r3BL,10,17126
17118,r3VLL,r3 part of ventral lateral lemniscal nucleus,11,17131
17119,r3MPL,r3 part of medial paralemniscal nucleus,11,17131
17120,r3LPL,r3 part of lateral paralemniscal nucleus,11,17131
17132,r3BI,intermediate part of r3B,7,17123
17133,r3BIv,ventricular zone of r3BI,9,17132
17134,r3BIm,mantle zone of r3BI,9,17132
17135,r3BIp,periventricular stratum of r3BI,10,17134
17136,r3CGA,r3 part of central gray nucleus alpha,11,17135
17137,r3CGB,r3 part of central gray nucleus beta,11,17135
17138,r3BIIZ,r3 part of BI intermediate zone,11,17135
17139,r3BIi,intermediate stratum of r3BI,10,17134
17140,r3BIRt,r3 part of basointermediate reticular formation,11,17139
17141,r3BIs,superficial stratum of r3BI,10,17134
17142,r3LPn,r3 part of lateral pontine nuclei,11,17141
17143,r3BM,medial part of r3B,7,17123
17144,r3BMv,ventricular zone of r3BM,9,17143
17145,r3BMm,mantle zone of r3BM,9,17143
17146,r3BMp,periventricular stratum of r3BM,10,17145
17147,r3Pre6CG,r3 part of preabducens central gray,11,17146
17148,r3BMi,intermediate stratum of r3BM,10,17145
17149,r3PnR,r3 pontine raphe nucleus,11,17148
17150,r3RtTgS,"r3 part of reticulotegmental nucleus, shell portion",11,17148
17151,r3RtTgC,"r3 part of reticulotegmental nucleus, core portion",11,17148
17152,r3BMRt,r3 part of basomedial reticular formation,11,17148
17153,r3BMs,superficial stratum of r3BM,10,17145
17154,r3MPn,r3 part of medial pontine nuclei,11,17153
17155,r3F,r3 floor plate,5,17093
112892343,r3Fv,ventricular zone of r3F,9,17155
112892345,r3Fm,mantle zone of r3F,9,17155
112892347,r3Fp,periventricular stratum of r3F,10,112892345
112892349,r3Fi,intermediate stratum of r3F,10,112892345
112892351,r3Fs,superficial stratum of r3F,10,112892345
17156,r4,rhombomere 4,3,17092
17157,r4R,r4 roof plate,5,17156
17158,r4A,r4 alar plate,5,17156
111220710,r4Av,ventricular zone of r4A,9,17158
111220712,r4Am,mantle zone of r4A,9,17158
17159,r4Co,r4 part of cochlear sensory column,7,17158
17160,r4Cov,ventricular zone of r4Co,9,17159
17161,r4Com,mantle zone of r4Co,9,17159
111220714,r4Cop,periventricular stratum of r4Co,10,17161
17162,r4DC,r4 part of dorsal cochlear nucleus,11,111220714
111220716,r4Coi,intermediate stratum of r4Co,10,17161
111220718,r4Cos,superficial stratum of r4Co,10,17161
17163,r4PVC,r4 part of posteroventral cochlear nucleus,11,111220718
17164,r4Ve,r4 part of vestibular sensory column,7,17158
17165,r4Vev,ventricular zone of r4Ve,9,17164
17166,r4Vem,mantle zone of r4Ve,9,17164
111220720,r4Vep,periventricular stratum of r4Ve,10,17166
17169,r4MVePC,r4 part of parvocellular medial vestibular nucleus,11,111220720
111220722,r4Vei,intermediate stratum of r4Ve,10,17166
17168,r4MVeMC,r4 part of magnocellular medial vestibular nucleus,11,111220722
111220724,r4Ves,superficial stratum of r4Ve,10,17166
17167,r4LVe,r4 part of lateral vestibular nucleus,11,111220724
17170,r4Tr,r4 part of trigeminal sensory column,7,17158
17171,r4Trv,ventricular zone of r4Tr,9,17170
17172,r4Trm,mantle zone of r4Tr,9,17170
111220726,r4Trp,periventricular stratum of r4Tr,10,17172
111220728,r4Tri,intermediate stratum of r4Tr,10,17172
17174,r4-5Tr,r4 part of trigeminal transition zone,11,111220728
17175,r4DPCRt,r4 part of dorsal parvicellular reticular formation,11,111220728
111220730,r4Trs,superficial stratum of r4Tr,10,17172
17173,r4Sp5O,"r4 part of descending trigeminal sensory nucleus, oral part",11,111220730
17176,r4Lim,liminal part of r4 alar plate,7,17158
17177,r4Limv,ventricular zone of r4Lim,9,17176
17178,r4Limm,mantle zone of r4Lim,9,17176
111220732,r4Limp,periventricular stratum of r4Lim,10,17178
17179,r4LimCG,r4 liminal central gray,11,111220732
111220734,r4Limi,intermediate stratum of r4Lim,10,17178
17180,r4VPCRt,r4 part of ventral parvicellular reticular formation,11,111220734
111220736,r4Lims,superficial stratum of r4Lim,10,17178
17181,r4A5,r4 part of A5 noradrenergic cell group,11,111220736
17182,r4B,r4 basal plate,5,17156
111220738,r4Bv,ventricular zone of r4B,9,17182
111220740,r4Bm,mantle zone of r4B,9,17182
17183,r4BL,lateral part of r4B,7,17182
17184,r4BLv,ventricular zone of r4BL,9,17183
17185,r4BLm,mantle zone of r4BL,9,17183
17186,r4BLp,periventricular stratum of r4BL,10,17185
17187,r4BLIZ,r4 part of basolateral intermediate zone,11,17186
17188,r4BLi,intermediate stratum of r4BL,10,17185
17189,EVe,efferent vestibular nucleus,11,17188
17191,r4BLRt,r4 part of basolateral reticular formation,11,17188
17192,r4BLs,superficial stratum of r4BL,10,17185
17193,r4VLL,r4 part of ventral lateral lemniscal nucleus,11,17192
17194,r4MPL,r4 part of medial paralemniscal nucleus,11,17192
17195,r4LPL,r4 part of lateral paralemniscal nucleus,11,17192
17196,r4BI,intermediate part of r4B,7,17182
17197,r4BIv,ventricular zone of r4BI,9,17196
17198,r4BIm,mantle zone of r4BI,9,17196
17199,r4BIp,periventricular stratum of r4BI,10,17198
17200,r4BIIZ,r4 part of basointermediate intermediate zone,11,17199
17201,r4CGA,r4 part of central gray nucleus alpha,11,17199
17202,r4CGB,r4 part of central gray nucleus beta,11,17199
17203,r4BIi,intermediate stratum of r4BI,10,17198
17204,r4BIRt,r4 part of basointermediate reticular formation,11,17203
17205,r4BIs,superficial stratum of r4BI,10,17198
17206,r4LPn,r4 part of lateral pontine nuclei,11,17205
17207,r4BM,medial part of r4B,7,17182
17208,r4BMv,ventricular zone of r4BM,9,17207
17209,r4BMm,mantle zone of r4BM,9,17207
17210,r4BMp,periventricular stratum of r4BM,10,17209
17211,r4Pre6CG,r4 part of preabducens central gray,11,17210
17212,r4BMi,intermediate stratum of r4BM,10,17209
17213,r4RtTgS,"r4 part of reticulotegmental nucleus, shell portion",11,17212
17214,r4RtTgC,"r4 part of reticulotegmental nucleus, core portion",11,17212
17215,r4BMRt,r4 part of basomedial reticular formation,11,17212
17216,r4PnR,r4 part of pontine raphe cell population,11,17212
17217,r4BMs,superficial stratum of r4BM,10,17209
17218,r4MPn,r4 part of medial pontine nuclei,11,17217
17219,r4F,r4 floor plate,5,17156
112892353,r4Fv,ventricular zone of r4F,9,17219
112892355,r4Fm,mantle zone of r4F,9,17219
112892357,r4Fp,periventricular stratum of r4F,10,112892355
112892359,r4Fi,intermediate stratum of r4F,10,112892355
112892361,r4Fs,superficial stratum of r4F,10,112892355
17220,PMH,pontomedullary hindbrain,2,16808
17221,r5,rhombomere 5,3,17220
17222,r5R,r5 roof plate,5,17221
17223,r5A,r5 alar plate,5,17221
111220742,r5Av,ventricular zone of r5A,9,17223
111220744,r5Am,mantle zone of r5A,9,17223
17224,r5Co,r5 part of the cochlear column,7,17223
17225,r5Cov,ventricular zone of r5Co,9,17224
17226,r5Com,mantle zone of r5Co,9,17224
111220746,r5Cop,periventricular stratum of r5Co,10,17226
17227,r5DC,r5 part of dorsal cochlear nucleus,11,111220746
111220748,r5Coi,intermediate stratum of r5Co,10,17226
111220750,r5Cos,superficial stratum of r5Co,10,17226
17228,r5PVC,r5 part of posteroventral cochlear nucleus,11,111220750
17229,r5Ve,r5 part of the vestibular column,7,17223
17230,r5Vev,ventricular zone of r5Ve,9,17229
17231,r5Vem,mantle zone of r5Ve,9,17229
111220752,r5Vep,periventricular stratum of r5Ve,10,17231
17234,r5MVePC,r5 part of parvocellular medial vestibular nucleus,11,111220752
111220754,r5Vei,intermediate stratum of r5Ve,10,17231
17233,r5MVeMC,r5 part of magnocellular medial vestibular nucleus,11,111220754
111220756,r5Ves,superficial stratum of r5Ve,10,17231
17232,r5SpVe,r5 part of spinal vestibular nucleus,11,111220756
17235,r5Tr,r5 part of the trigeminal column,7,17223
17236,r5Trv,ventricular zone of r5Tr,9,17235
17237,r5Trm,mantle zone of r5Tr,9,17235
111220758,r5Trp,periventricular stratum of r5Tr,10,17237
17240,r5Sol,r5 (gustatory) part of solitary complex,11,111220758
111220760,r5Tri,intermediate stratum of r5Tr,10,17237
17239,r5-5Tr,r5 part of trigeminal transition zone,11,111220760
17241,r5DPCRt,r5 part of dorsal parvicellular reticular formation,11,111220760
111220762,r5Trs,superficial stratum of r5Tr,10,17237
17238,r5Sp5O,r5 part of the oral Sp5 subnucleus,11,111220762
17242,r5Lim,liminal part of the r5 alar plate,7,17223
17243,r5Limv,ventricular zone of r5Lim,9,17242
17244,r5Limm,mantle zone of r5Lim,9,17242
111220764,r5Limp,periventricular stratum of r5Lim,10,17244
17245,r5LimCG,r5 liminal central gray,11,111220764
111220766,r5Limi,intermediate stratum of r5Lim,10,17244
17246,r5VPCRt,r5 part of ventral parvicellular reticular formation,11,111220766
17248,SS,superior salivatory parasympathetic nucleus,11,111220766
111220768,r5Lims,superficial stratum of r5Lim,10,17244
17247,r5A5,r5 part of A5 noradrenergic cell group,11,111220768
17249,CAT,nucleus of the central acoustic tract,11,111220768
17250,r5B,r5 basal plate,5,17221
111220770,r5Bv,ventricular zone of r5B,9,17250
111220772,r5Bm,mantle zone of r5B,9,17250
17251,r5BL,lateral part of r5B,7,17250
17252,r5BLv,ventricular zone of r5BL,9,17251
17253,r5BLm,mantle zone of r5BL,9,17251
17254,r5BLp,periventricular stratum of r5BL,10,17253
17255,r5BLIZ,r5 part of basolateral intermediate zone,11,17254
17256,r5BLi,intermediate stratum of 5BL,10,17253
17190,SGe,supragenual nucleus,11,17256
17257,r5BLRt,r5 part of basolateral reticular formation,11,17256
17258,r5BLs,superficial stratum of r5BL,10,17253
17259,r5VLL,r5 part of ventral lateral lemniscal nucleus,11,17258
17260,DPeO,dorsal periolivary nucleus,11,17258
17261,LSO,lateral superior olive,11,17258
17262,MSO,medial superior olive,11,17258
17263,RPeO,rostral periolivary nucleus,11,17258
17264,SPeO,superior periolivary nucleus,11,17258
17265,VLPeO,ventrolateral periolivary nucleus,11,17258
17266,r5BI,intermediate part of r5B,7,17250
17267,r5BIv,ventricular zone of r5BI,9,17266
17268,r5BIm,mantle zone of r5BI,9,17266
17269,r5BIp,periventricular stratum of r5BI,10,17268
17270,r5BIIZ,r5 part of basointermediate intermediate zone,11,17269
17271,r5BIi,intermediate stratum of r5BI,10,17268
17272,r5BIRt,r5 part of basointermediate reticular formation,11,17271
17273,r5BIs,superficial stratum of r5BI,10,17268
17274,LTz,lateral trapezoid nucleus,11,17273
17275,r5BM,medial part of r5B,7,17250
17276,r5BMv,ventricular zone of r5BM,9,17275
17277,r5BMm,mantle zone of r5BM,9,17275
17278,r5BMp,periventricular stratum of r5BM,10,17277
17279,6M,abducens motor nucleus,11,17278
17280,r5BMi,intermediate stratum of r5BM,10,17277
17281,Pa6,para-abducens nucleus,11,17280
17282,RPnRt,retropontine reticular area,11,17280
17283,r5BMRt,r5 part of basomedial reticular formation,11,17280
17284,r5RM,"nucleus raphe magnus, r5 part",11,17280
17285,RIP,nucleus raphe interpositus,11,17280
17286,r5BMs,superficial stratum of r5BM,10,17277
17287,MTz,medial trapezoid nucleus,11,17286
17288,VMPeO,ventromedial periolivary nucleus,11,17286
17289,r5F,r5 floor plate,5,17221
112892363,r5Fv,ventricular zone of r5F,9,17289
112892365,r5Fm,mantle zone of r5F,9,17289
112892367,r5Fp,periventricular stratum of r5F,10,112892365
112892369,r5Fi,intermediate stratum of r5F,10,112892365
112892371,r5Fs,superficial stratum of r5F,10,112892365
17290,r6,rhombomere 6,3,17220
17291,r6R,r6 roof plate,5,17290
17292,r6A,r6 alar plate,5,17290
111220774,r6Av,ventricular zone of r6A,9,17292
111220776,r6Am,mantle zone of r6A,9,17292
17293,r6Co,r6 part of the cochlear column,7,17292
17294,r6Cov,ventricular zone of r6Co,9,17293
17295,r6Com,mantle zone of r6Co,9,17293
111220778,r6Cop,periventricular stratum of r6Co,10,17295
17296,r6DC,r6 part of dorsal cochlear nucleus,11,111220778
111220780,r6Coi,intermediate stratum of r6Co,10,17295
111220782,r6Cos,superficial stratum of r6Co,10,17295
17297,r6PVC,r6 part of posteroventral cochlear nucleus,11,111220782
17298,r6Ve,r6 part of the vestibular column,7,17292
17299,r6Vev,ventricular zone of r6Ve,9,17298
17300,r6Vem,mantle zone of r6Ve,9,17298
111220784,r6Vep,periventricular stratum of r6Ve,10,17300
17303,r6MVePC,r6 part of parvocellular medial vestibular nucleus,11,111220784
111220786,r6Vei,intermediate stratum of r6Ve,10,17300
17302,r6MVeMC,r6 part of magnocellular medial vestibular nucleus,11,111220786
111220788,r6Ves,superficial stratum of r6Ve,10,17300
17301,r6SpVe,r6 part of spinal vestibular nucleus,11,111220788
17304,r6Tr,r6 part of the trigeminal column,7,17292
17305,r6Trv,ventricular zone of r6Tr,9,17304
17306,r6Trm,mantle zone of r6Tr,9,17304
111220790,r6Trp,periventricular stratum of r6Tr,10,17306
17309,r6Sol,r6 (gustatory) part of solitary complex,11,111220790
111220792,r6Tri,intermediate stratum of r6Tr,10,17306
17308,r6-5Tr,r6 part of trigeminal transition zone,11,111220792
17310,r6DPCRt,r6 part of dorsal parvicellular reticular formation,11,111220792
111220794,r6Trs,superficial stratum of r6Tr,10,17306
17307,r6Sp5O,"r6 part of spinal trigeminal nucleus, pars oralis",11,111220794
17311,r6Lim,liminal part of the r6 alar plate,7,17292
17312,r6Limv,ventricular zone of r6Lim,9,17311
17313,r6Limm,mantle zone of r6Lim,9,17311
111220796,r6Limp,periventricular stratum of r6Lim,10,17313
17314,r6LimCG,r6 liminal central gray,11,111220796
111220798,r6Limi,intermediate stratum of r6Lim,10,17313
17315,r6VPCRt,r6 part of ventral parvicellular reticular formation,11,111220798
17316,IS,inferior salivatory parasympathetic nucleus,11,111220798
111220800,r6Lims,superficial stratum of r6Lim,10,17313
17317,7M,facial motor nucleus,11,111220800
17318,r6B,r6 basal plate,5,17290
111220802,r6Bv,ventricular zone of r6B,9,17318
111220804,r6Bm,mantle zone of r6B,9,17318
17319,r6BL,lateral part of r6B,7,17318
17320,r6BLv,ventricular zone of r6BL,9,17319
17321,r6BLm,mantle zone of r6BL,9,17319
17322,r6BLp,periventricular stratum of r6BL,10,17321
17323,r6BLIZ,r6 part of basolateral intermediate zone,11,17322
17324,r6BLi,intermediate stratum of r6BL,10,17321
17325,r6BLRt,r6 part of the basolateral reticular formation,11,17324
17326,r6BLs,superficial stratum of r6BL,10,17321
17327,RTZ,retrotrapezoid nucleus,11,17326
17328,r6BI,intermediate part of r6B,7,17318
17329,r6BIv,ventricular zone of r6BI,9,17328
17330,r6BIm,mantle zone of r6BI,9,17328
17331,r6BIp,periventricular stratum of r6BI,10,17330
17332,r6BIIZ,r6 part of basointermediate intermediate zone,11,17331
17333,r6BIi,intermediate stratum of r6BI,10,17330
17334,r6BIRt,r6 part of basointermediate reticular formation,11,17333
17335,r6BIs,superficial stratum of r6BI,10,17330
17336,r6PGi,r6 part of paragigantocellular nucleus,11,17335
17337,r6RVM,r6 part of rostral ventromedial reticular area,11,17335
17338,r6BM,medial part of r6B,7,17318
17339,r6BMv,ventricular zone of r6BM,9,17338
17340,r6BMm,mantle zone of r6BM,9,17338
17341,r6BMp,periventricular stratum of r6BM,10,17340
17342,r6Pr,r6 part of nucleus prepositus,11,17341
17343,r6BMi,intermediate stratum of r6BM,10,17340
17344,r6BMRt,r6 part of basomedial reticular formation,11,17343
17345,r6RM,"raphe magnus nucleus, r6 part",11,17343
17346,r6Gi,r6 part of gigantocellular reticular area,11,17343
17347,r6GiV,r6 part of ventral gigangocellular reticular area,11,17343
17348,r6BMs,superficial stratum of r6BM,10,17340
17349,r6-RP,r6 part of nucleus raphe pallidus,11,17348
17350,r6PPy,r6 part of parapyramidal nucleus,11,17348
17351,r6F,r6 floor plate,5,17290
112892373,r6Fv,ventricular zone of r6F,9,17351
112892375,r6Fm,mantle zone of r6F,9,17351
112892377,r6Fp,periventricular stratum of r6F,10,112892375
112892379,r6Fi,intermediate stratum of r6F,10,112892375
112892381,r6Fs,superficial stratum of r6F,10,112892375
17352,MH,medullary hindbrain (medulla),2,16808
17353,r7,rhombomere 7,3,17352
17354,r7R,r7 roof plate,5,17353
17355,r7A,r7 alar plate,5,17353
111220806,r7Av,ventricular zone of r7A,9,17355
111220808,r7Am,mantle zone of r7A,9,17355
17356,r7Co,r7 part of cochlear column,7,17355
17357,r7Cov,ventricular zone of r7Co,9,17356
17358,r7Com,mantle zone of r7Co,9,17356
111220810,r7Cop,periventricular stratum of r7Co,10,17358
17359,r7DC,r7 part of the dorsal cochlear nucleus,11,111220810
111220812,r7Coi,intermediate stratum of r7Co,10,17358
111220814,r7Cos,superficial stratum of r7Co,10,17358
17360,r7PVC,r7 part of the posteroventral cochlear nucleus,11,111220814
17361,r7Ve,r7 part of the vestibular column,7,17355
17362,r7Vev,ventricular zone of r7Ve,9,17361
17363,r7Vem,mantle zone of r7Ve,9,17361
111220816,r7Vep,periventricular stratum of r7Ve,10,17363
17365,r7MVePC,r7 part of parvocellular medial vestibular nucleus,11,111220816
111220818,r7Vei,intermediate stratum of r7Ve,10,17363
111220820,r7Ves,superficial stratum of r7Ve,10,17363
17364,r7SpVe,r7 part of spinal vestibular nucleus,11,111220820
17366,r7Tr,r7 part of the trigeminal column,7,17355
17367,r7Trv,ventricular zone of r7Tr,9,17366
17368,r7Trm,mantle zone of r7Tr,9,17366
111220822,r7Trp,periventricular stratum of r7Tr,10,17368
17371,r7Sol,r7 (gustatory) part of solitary complex,11,111220822
111220824,r7Tri,intermediate stratum of r7Tr,10,17368
17370,r7-5Tr,r7 part of trigeminal transition zone,11,111220824
17372,r7DPCRt,r7 part of dorsal parvicellular reticular formation,11,111220824
111220826,r7Trs,superficial stratum of r7Tr,10,17368
17369,r7Sp5I,"r7 part of spinal trigeminal nucleus, interpolar part",11,111220826
17373,r7Lim,liminal part of the r7 alar plate,7,17355
17374,r7Limv,ventricular zone of r7Lim,9,17373
17375,r7Limm,mantle zone of r7Lim,9,17373
111220828,r7Limp,periventricular stratum of r7Lim,10,17375
17376,r7LimCG,r7 liminal central gray,11,111220828
17377,r7-10M,vagal motor nucleus,11,111220828
111220830,r7Limi,intermediate stratum of r7Lim,10,17375
17379,r7VPCRt,r7 part of ventral parvicellular reticular formation,11,111220830
111220832,r7Lims,superficial stratum of r7Lim,10,17375
17378,r7Amb,r7 portion of ambiguous motor nucleus,11,111220832
17380,r7B,r7 basal plate,5,17353
111220834,r7Bv,ventricular zone of r7B,9,17380
111220836,r7Bm,mantle zone of r7B,9,17380
17381,r7BL,lateral part of r7B,7,17380
17382,r7BLv,ventricular zone of r7BL,9,17381
17383,r7BLm,mantle zone of r7BL,9,17381
17384,r7BLp,periventricular stratum of r7BL,10,17383
17385,r7BLIZ,r7 part of the basolateral intermediate zone,11,17384
17386,r7BLi,intermediate stratum of r7BL,10,17383
17387,r7BLRt,r7 part of basolateral reticular formation,11,17386
17388,r7BLs,superficial stratum of r7BL,10,17383
17389,RVL,rostral ventrolateral reticular area,11,17388
17390,r7BI,intermediate part of r7B,7,17380
17391,r7BIv,ventricular zone of r7BI,9,17390
17392,r7BIm,mantle zone of r7BI,9,17390
17393,r7BIp,periventricular stratum of r7BI,10,17392
17394,r7BIIZ,r7 part of the basointermediate intermediate zone,11,17393
17395,r7BIi,intermediate stratum of r7BI,10,17392
17396,r7BIRt,r7 part of the basointermediate reticular formation,11,17395
17397,r7BIs,superficial stratum of r7BI,10,17392
17398,r7PGi,r7 part of paragigantocellular nucleus,11,17397
17399,r7RVM,r7 part of rostral ventromedial reticular area,11,17397
17400,r7BM,medial part of r7B,7,17380
17401,r7BMv,ventricular zone of r7BM,9,17400
17402,r7BMm,mantle zone of r7BM,9,17400
17403,r7BMp,periventricular stratum of r7BM,10,17402
17404,r7Pr,r7 part of nucleus prepositus,11,17403
17405,r7-12M,r7 portion of the hypoglossal motor nucleus,11,17403
17406,r7Ro,r7 part of the nucleus of Roller,11,17403
17407,r7BMi,intermediate stratum of r7BM,10,17402
17408,r7-RO,r7 raphe obscurus cell population,11,17407
17409,r7BMRt,r7 part of basomedial reticular formation,11,17407
17410,r7Gi,r7 part of gigantocellular reticular area,11,17407
17411,r7GiV,r7 part of ventral gigangocellular reticular area,11,17407
17412,r7BMs,superficial stratum of r7BM,10,17402
17413,r7-RP,r7 raphe pallidus cell population,11,17412
17414,r7PPy,r7 part of parapyramidal nucleus,11,17412
17415,r7F,r7 floor plate,5,17353
112892383,r7Fv,ventricular zone of r7F,9,17415
112892385,r7Fm,mantle zone of r7F,9,17415
112892387,r7Fp,periventricular stratum of r7F,10,112892385
112892389,r7Fi,intermediate stratum of r7F,10,112892385
112892391,r7Fs,superficial stratum of r7F,10,112892385
17416,r8,rhombomere 8,3,17352
17417,r8R,r8 roof plate,5,17416
17418,r8A,r8 alar plate,5,17416
111220838,r8Av,ventricular zone of r8A,9,17418
111220840,r8Am,mantle zone of r8A,9,17418
17419,r8Ve,r8 part of the vestibular column,7,17418
17420,r8Vev,ventricular zone of r8Ve,9,17419
17421,r8Vem,mantle zone of r8Ve,9,17419
111220842,r8Vep,periventricular stratum of r8Ve,10,17421
17423,r8MVePC,r8 part of parvocellular medial vestibular nucleus,11,111220842
111220844,r8Vei,intermediate stratum of r8Ve,10,17421
17422,r8SpVe,r8 part of spinal vestibular nucleus,11,111220844
111220846,r8Ves,superficial stratum of r8Ve,10,17421
17424,r8Tr,r8 part of the trigeminal column,7,17418
17425,r8Trv,ventricular zone of r8Tr,9,17424
17426,r8Trm,mantle zone of r8Tr,9,17424
111220848,r8Trp,periventricular stratum of r8Tr,10,17426
17429,r8Sol,r8 (gustatory) part of solitary complex,11,111220848
111220850,r8Tri,intermediate stratum of r8Tr,10,17426
17428,r8-5Tr,r8 part of trigeminal transition zone,11,111220850
17430,r8DPCRt,r8 part of dorsal parvicellular reticular formation,11,111220850
111220852,r8Trs,superficial stratum of r8Tr,10,17426
17427,r8Sp5I,"r8 part of spinal trigeminal nucleus, interpolar part",11,111220852
17431,r8Lim,liminal part of the r8 alar plate,7,17418
17432,r8Limv,ventricular zone of r8Lim,9,17431
17433,r8Limm,mantle zone of r8Lim,9,17431
111220854,r8Limp,periventricular stratum of r8Lim,10,17433
17435,r8-10M,r8 portion of vagal motor nucleus,11,111220854
112892393,r8LimCG,r8 liminar central gray,11,111220854
111220856,r8Limi,intermediate stratum of r8Lim,10,17433
17434,r8VPCRt,r8 part of ventral parvicellular reticular formation,11,111220856
111220858,r8Lims,superficial stratum of r8Lim,10,17433
